# sizemeup-build 2024.10.11
name	tax_id	category	size	source	method
Streptomyces spiralis	66376	bacteria	9793138	ncbi	automatic
Streptomyces parvus	66428	bacteria	8081861	ncbi	automatic
Streptomyces roseoverticillatus	66429	bacteria	8180152	ncbi	automatic
Streptomyces roseus	66430	bacteria	8035826	ncbi	automatic
Durio zibethinus	66656	eukaryota	747882922	ncbi	automatic
Diplodia sapinea	66738	eukaryota,fungi	36935601	ncbi	automatic
Methanobrevibacter oralis	66851	archaea	2083511	ncbi	automatic
Streptomyces atroolivaceus	66869	bacteria	8127455	ncbi	automatic
Streptomyces cyaneofuscatus	66883	bacteria	8096069	ncbi	automatic
Streptomyces gardneri	66892	bacteria	8971399	ncbi	automatic
Streptomyces griseomycini	66895	bacteria	8659404	ncbi	automatic
Meyerozyma caribbica	66948	eukaryota,fungi	10387257	ncbi	automatic
Streptomyces achromogenes	67255	bacteria	8522155	ncbi	automatic
Streptomyces cavourensis	67258	bacteria	7654453	ncbi	automatic
Streptomyces cinereoruber	67260	bacteria	7531983	ncbi	automatic
Streptomyces alboflavus	67267	bacteria	9618157	ncbi	automatic
Streptomyces bobili	67280	bacteria	8998785	ncbi	automatic
Streptomyces calvus	67282	bacteria	7904916	ncbi	automatic
Streptomyces echinatus	67293	bacteria	9385777	ncbi	automatic
Streptomyces filamentosus	67294	bacteria	8079270	ncbi	automatic
Streptomyces fimicarius	67295	bacteria	8177274	ncbi	automatic
Streptomyces flaveolus	67297	bacteria	8871622	ncbi	automatic
Streptomyces griseorubiginosus	67304	bacteria	9740744	ncbi	automatic
Streptomyces hawaiiensis	67305	bacteria	9046204	ncbi	automatic
Kitasatospora indigofera	67307	bacteria	9851760	ncbi	automatic
Streptomyces lavendulocolor	67316	bacteria	7724542	ncbi	automatic
Streptomyces massasporeus	67324	bacteria	8867103	ncbi	automatic
Streptomyces misionensis	67331	bacteria	8161466	ncbi	automatic
Streptomyces mutabilis	67332	bacteria	8158177	ncbi	automatic
Streptomyces narbonensis	67333	bacteria	8478279	ncbi	automatic
Streptomyces prasinus	67345	bacteria	7922857	ncbi	automatic
Streptomyces prunicolor	67348	bacteria	11144030	ncbi	automatic
Streptomyces pseudovenezuelae	67350	bacteria	10020735	ncbi	automatic
Streptomyces californicus	67351	bacteria	8053224	ncbi	automatic
Kitasatospora purpeofusca	67352	bacteria	9551169	ncbi	automatic
Streptomyces roseolus	67358	bacteria	8089835	ncbi	automatic
Streptomyces rubiginosohelvolus	67362	bacteria	7914794	ncbi	automatic
Streptomyces sindenensis	67363	bacteria	7678016	ncbi	automatic
Streptomyces sioyaensis	67364	bacteria	8143241	ncbi	automatic
Streptomyces sparsogenes	67365	bacteria	9699678	ncbi	automatic
Streptomyces tanashiensis	67367	bacteria	8637166	ncbi	automatic
Streptomyces umbrinus	67370	bacteria	11725268	ncbi	automatic
Streptomyces varsoviensis	67373	bacteria	8591950	ncbi	automatic
Streptomyces violascens	67381	bacteria	9317731	ncbi	automatic
Streptomyces xanthochromogenes	67384	bacteria	8711390	ncbi	automatic
Streptomyces xanthophaeus	67385	bacteria	8581777	ncbi	automatic
Drosophila triauraria	67534	eukaryota	165254656	ncbi	automatic
Microbacterium keratanolyticum	67574	bacteria	3066861	ncbi	automatic
Rheinheimera baltica	67576	bacteria	4164318	ncbi	automatic
Streptomyces viridosporus	67581	bacteria	8223278	ncbi	automatic
Phytophthora sojae	67593	eukaryota	84289457	ncbi	automatic
Phytophthora vignae	67595	eukaryota	84280706	ncbi	automatic
Edwardsiella ictaluri	67780	bacteria	3829584	ncbi	automatic
Citrobacter farmeri	67824	bacteria	5250000	ncbi	manually-set
Citrobacter rodentium	67825	bacteria	5250000	ncbi	manually-set
Citrobacter sedlakii	67826	bacteria	5250000	ncbi	manually-set
Citrobacter werkmanii	67827	bacteria	5250000	ncbi	manually-set
Citrobacter gillenii	67828	bacteria	4980918	ncbi	automatic
Citrobacter murliniae	67829	bacteria	5250000	ncbi	manually-set
Actinobacillus succinogenes	67854	bacteria	2399195	ncbi	automatic
Muribacter muris	67855	bacteria	2526693	ncbi	automatic
Exercitatus varius	67857	bacteria	2257666	ncbi	automatic
Streptomyces libani	68043	bacteria	9176186	ncbi	automatic
Lentzea aerocolonigenes	68170	bacteria	10648728	ncbi	automatic
Streptomyces anthocyanicus	68174	bacteria	8460105	ncbi	automatic
Streptomyces antimycoticus	68175	bacteria	10841060	ncbi	automatic
Streptomyces bacillaris	68179	bacteria	8028046	ncbi	automatic
Streptomyces chrestomyceticus	68185	bacteria	9515870	ncbi	automatic
Streptomyces chryseus	68186	bacteria	7401911	ncbi	automatic
Streptomyces clavifer	68188	bacteria	8077378	ncbi	automatic
Streptomyces flavofungini	68200	bacteria	9337659	ncbi	automatic
Streptomyces fungicidicus	68203	bacteria	7627959	ncbi	automatic
Streptomyces griseoaurantiacus	68213	bacteria	7557010	ncbi	automatic
Streptomyces iakyrus	68219	bacteria	8960976	ncbi	automatic
Streptomyces katrae	68223	bacteria	8113380	ncbi	automatic
Streptomyces longwoodensis	68231	bacteria	8427471	ncbi	automatic
Streptomyces luteogriseus	68233	bacteria	8957905	ncbi	automatic
Streptomyces mirabilis	68239	bacteria	11757549	ncbi	automatic
Streptomyces spectabilis	68270	bacteria	10488639	ncbi	automatic
Streptomyces tauricus	68274	bacteria	10194939	ncbi	automatic
Streptomyces tuirus	68278	bacteria	7506899	ncbi	automatic
Streptomyces violaceusniger	68280	bacteria	11192062	ncbi	automatic
Streptomyces werraensis	68284	bacteria	7316354	ncbi	automatic
Streptomyces zaomyceticus	68286	bacteria	9143415	ncbi	automatic
Erwinia aphidicola	68334	bacteria	4610696	ncbi	automatic
Penicillium paneum	68879	eukaryota,fungi	27177293	ncbi	automatic
Streptococcus infantis	68892	bacteria	1810791	ncbi	automatic
Cupriavidus basilensis	68895	bacteria	8667655	ncbi	automatic
Brassica cretica	69181	eukaryota	246846317	ncbi	automatic
Enterobacter cancerogenus	69218	bacteria	5100000	ncbi	manually-set
Lelliottia nimipressuralis	69220	bacteria	4679324	ncbi	automatic
Pectobacterium cacticida	69221	bacteria	4116748	ncbi	automatic
Erwinia mallotivora	69222	bacteria	4931600	ncbi	automatic
Erwinia psidii	69224	bacteria	4522188	ncbi	automatic
Pseudoxanthomonas japonensis	69284	bacteria	4118740	ncbi	automatic
Gasterosteus aculeatus	69293	eukaryota	432052078	ncbi	automatic
Microbacterium schleiferi	69362	bacteria	3060007	ncbi	automatic
Microbacterium terrae	69369	bacteria	3891112	ncbi	automatic
Microbacterium trichothecenolyticum	69370	bacteria	4514059	ncbi	automatic
Curtobacterium pusillum	69373	bacteria	3632765	ncbi	automatic
Treponema vincentii	69710	bacteria	2694894	ncbi	automatic
Penicillium capsulatum	69766	eukaryota,fungi	30995903	ncbi	automatic
Penicillium decumbens	69771	eukaryota,fungi	24075044	ncbi	automatic
Penicillium herquei	69774	eukaryota,fungi	36006331	ncbi	automatic
Penicillium oxalicum	69781	eukaryota,fungi	30613124	ncbi	automatic
Selenomonas sputigena	69823	bacteria	2610141	ncbi	automatic
Thomasclavelia cocleata	69824	bacteria	2950774	ncbi	automatic
Trichophyton soudanense	69891	eukaryota,fungi	22236185	ncbi	automatic
Candidatus Phytoplasma solani	69896	bacteria	751254	ncbi	automatic
Macrococcoides caseolyticum	69966	bacteria	2188403	ncbi	automatic
Fibrovirus fs1	70203	virus	6842	ncbi	automatic
Staphylococcus condimenti	70255	bacteria	2686583	ncbi	automatic
Staphylococcus piscifermentans	70258	bacteria	2599701	ncbi	automatic
Acinetobacter variabilis	70346	bacteria	3480196	ncbi	automatic
Acinetobacter higginsii	70347	bacteria	4281882	ncbi	automatic
Acinetobacter dispersus	70348	bacteria	3952373	ncbi	automatic
Ostreococcus tauri	70448	eukaryota	14758467	ncbi	automatic
Penicillium sumatraense	70558	eukaryota,fungi	34777257	ncbi	automatic
Legionella taurinensis	70611	bacteria	3058014	ncbi	automatic
Pseudomonas plecoglossicida	70775	bacteria	5800128	ncbi	automatic
Nodularia spumigena	70799	bacteria	5170175	ncbi	automatic
Aeromonas popoffii	70856	bacteria	4745919	ncbi	automatic
Shewanella oneidensis	70863	bacteria	5051831	ncbi	automatic
Mammaliicoccus vitulinus	71237	bacteria	2601860	ncbi	automatic
Mesorhizobium amorphae	71433	bacteria	7293571	ncbi	automatic
Enterococcus malodoratus	71451	bacteria	4329374	ncbi	automatic
Enterococcus raffinosus	71452	bacteria	4254158	ncbi	automatic
Sugarcane streak Egypt virus	71548	virus	2706	ncbi	automatic
Lonsdalea quercina	71657	bacteria	3848106	ncbi	automatic
Kocuria palustris	71999	bacteria	2857643	ncbi	automatic
Kocuria rhizophila	72000	bacteria	2697540	ncbi	automatic
Helcococcus ovis	72026	bacteria	1774898	ncbi	automatic
Lepeophtheirus salmonis	72036	eukaryota	647177035	ncbi	automatic
Kobuvirus aichi	72149	virus	8219	ncbi	automatic
Citromicrobium bathyomarinum	72174	bacteria	3255949	ncbi	automatic
Ophiocordyceps sinensis	72228	eukaryota,fungi	110880992	ncbi	automatic
Bacillus mojavensis	72360	bacteria	3996353	ncbi	automatic
Bacillus vallismortis	72361	bacteria	4001323	ncbi	automatic
Nannochloropsis gaditana	72520	eukaryota	28730507	ncbi	automatic
Achromobacter piechaudii	72556	bacteria	6322189	ncbi	automatic
Achromobacter ruhlandii	72557	bacteria	6349545	ncbi	automatic
Aeromonas encheleia	73010	bacteria	4468019	ncbi	automatic
Streptomyces seoulensis	73044	bacteria	6404721	ncbi	automatic
Kluyvera georgiana	73098	bacteria	5350000	ncbi	manually-set
Brevundimonas intermedia	74315	bacteria	3466548	ncbi	automatic
Brevundimonas aurantiaca	74316	bacteria	3281921	ncbi	automatic
Collinsella aerofaciens	74426	bacteria	2261251	ncbi	automatic
Staphylococcus coagulans	74706	bacteria	2449498	ncbi	automatic
Stachybotrys chartarum	74722	eukaryota,fungi	36495090	ncbi	automatic
Paramecium bursaria	74790	eukaryota	26818788	ncbi	automatic
Stutzerimonas balearica	74829	bacteria	4374922	ncbi	automatic
Paraburkholderia caribensis	75105	bacteria	9119805	ncbi	automatic
Misgurnus anguillicaudatus	75329	eukaryota	1124245635	ncbi	automatic
Pseudomonas mandelii	75612	bacteria	6795126	ncbi	automatic
Campylobacter lanienae	75658	bacteria	1985000	ncbi	manually-set
Balneatrix alpica	75684	bacteria	3680285	ncbi	automatic
Umezakia ovalisporum	75695	bacteria	4269157	ncbi	automatic
Starmerella bombicola	75736	eukaryota,fungi	9531406	ncbi	automatic
Aspergillus sydowii	75750	eukaryota,fungi	34924093	ncbi	automatic
Mannheimia haemolytica	75985	bacteria	2589340	ncbi	automatic
Alloprevotella tannerae	76122	bacteria	2582919	ncbi	automatic
Ferribacterium limneticum	76259	bacteria	4215869	ncbi	automatic
Campylobacter hominis	76517	bacteria	1715949	ncbi	automatic
Cellulophaga baltica	76594	bacteria	4527256	ncbi	automatic
Zaprionus indianus	76712	eukaryota	167110274	ncbi	automatic
Streptomyces syringium	76729	bacteria	7857906	ncbi	automatic
Pseudomonas orientalis	76758	bacteria	5979346	ncbi	automatic
Pseudomonas monteilii	76759	bacteria	6033909	ncbi	automatic
Pseudomonas rhodesiae	76760	bacteria	5960231	ncbi	automatic
Pseudomonas veronii	76761	bacteria	7007302	ncbi	automatic
Malassezia globosa	76773	eukaryota,fungi	8937872	ncbi	automatic
Malassezia restricta	76775	eukaryota,fungi	7259217	ncbi	automatic
Malassezia sympodialis	76777	eukaryota,fungi	7729037	ncbi	automatic
Myroides odoratimimus	76832	bacteria	3947668	ncbi	automatic
Fusobacterium polymorphum	76857	bacteria	2483202	ncbi	automatic
Fusobacterium animalis	76859	bacteria	2408755	ncbi	automatic
Streptococcus constellatus	76860	bacteria	1909958	ncbi	automatic
Cellulomonas iranensis	76862	bacteria	4020865	ncbi	automatic
Salipaludibacillus agaradhaerens	76935	bacteria	4410225	ncbi	automatic
Malassezia pachydermatis	77020	eukaryota,fungi	8190262	ncbi	automatic
Cylindrospermopsis raciborskii	77022	bacteria	3808183	ncbi	automatic
Wolbachia endosymbiont of Drosophila simulans	77038	bacteria	1284669	ncbi	automatic
Rosellinia necatrix	77044	eukaryota,fungi	48954448	ncbi	automatic
Salix purpurea	77065	eukaryota	405530279	ncbi	automatic
Segatella bryantii	77095	bacteria	3436277	ncbi	automatic
Vreelandella aquamarina	77097	bacteria	3666822	ncbi	automatic
Pseudomonas jessenii	77298	bacteria	6240905	ncbi	automatic
Oryza coarctata	77588	eukaryota	569692089	ncbi	automatic
Pseudoalteromonas distincta	77608	bacteria	4500998	ncbi	automatic
Bifidobacterium subtile	77635	bacteria	2777677	ncbi	automatic
Euphorbia mosaic virus	77811	virus	2615	ncbi	automatic
Parascardovia denticolens	78258	bacteria	1891185	ncbi	automatic
Pseudomonas mosselii	78327	bacteria	5685668	ncbi	automatic
Mycobacterium canetti	78331	bacteria	4377184	ncbi	automatic
Bifidobacterium gallicum	78342	bacteria	2004594	ncbi	automatic
Bifidobacterium boum	78343	bacteria	2161178	ncbi	automatic
Bifidobacterium merycicum	78345	bacteria	2276555	ncbi	automatic
Bifidobacterium ruminantium	78346	bacteria	2230329	ncbi	automatic
Streptomyces somaliensis	78355	bacteria	5016248	ncbi	automatic
Pectobacterium odoriferum	78398	bacteria	5061349	ncbi	automatic
Neonectria ditissima	78410	eukaryota,fungi	43879031	ncbi	automatic
Bifidobacterium pullorum	78448	bacteria	2104207	ncbi	automatic
Pseudomonas migulae	78543	bacteria	6535528	ncbi	automatic
Pseudomonas gessardii	78544	bacteria	6514188	ncbi	automatic
Podila verticillata	78898	eukaryota,fungi	40816257	ncbi	automatic
Paenibacillus chitinolyticus	79263	bacteria	6316825	ncbi	automatic
Paenibacillus ehimensis	79264	bacteria	7538510	ncbi	automatic
Schmidtea mediterranea	79327	eukaryota	773867583	ncbi	automatic
Epichloe bromicola	79588	eukaryota,fungi	29874671	ncbi	automatic
Shouchella clausii	79880	bacteria	4300895	ncbi	automatic
Alkalicoccobacillus gibsonii	79881	bacteria	3971825	ncbi	automatic
Sutcliffiella horikoshii	79883	bacteria	4258552	ncbi	automatic
Alkalihalophilus pseudofirmus	79885	bacteria	4244283	ncbi	automatic
Erwinia pyrifoliae	79967	bacteria	4107646	ncbi	automatic
Rhizopogon vinicolor	80600	eukaryota,fungi	35039901	ncbi	automatic
Herbaspirillum rubrisubalbicans	80842	bacteria	5825802	ncbi	automatic
Moritella viscosa	80854	bacteria	5142278	ncbi	automatic
Delftia acidovorans	80866	bacteria	6602845	ncbi	automatic
Paracidovorax avenae	80867	bacteria	4216890	ncbi	automatic
Paracidovorax cattleyae	80868	bacteria	5261110	ncbi	automatic
Paracidovorax citrulli	80869	bacteria	5074352	ncbi	automatic
Acidovorax temperans	80878	bacteria	4651394	ncbi	automatic
Colletotrichum higginsianum	80884	eukaryota,fungi	49435377	ncbi	automatic
Wolfiporia cocos	81056	eukaryota,fungi	51850858	ncbi	automatic
Parageobacillus caldoxylosilyticus	81408	bacteria	3844969	ncbi	automatic
Ruegeria atlantica	81569	bacteria	4459210	ncbi	automatic
Mycolicibacterium elephantis	81858	bacteria	5313551	ncbi	automatic
Vagococcus lutrae	81947	bacteria	2012909	ncbi	automatic
Arabidopsis halleri	81970	eukaryota	181112425	ncbi	automatic
Fannyhessea vaginae	82135	bacteria	1450717	ncbi	automatic
Streptococcus pluranimalium	82348	bacteria	2062846	ncbi	automatic
Paracoccus pantotrophus	82367	bacteria	4259988	ncbi	automatic
Anaerovibrio lipolyticus	82374	bacteria	2730353	ncbi	automatic
Microbacterium oxydans	82380	bacteria	3887226	ncbi	automatic
Trichosporon asahii	82508	eukaryota,fungi	24613522	ncbi	automatic
Trichosporon inkin	82517	eukaryota,fungi	20305392	ncbi	automatic
Trichosporon ovoides	82524	eukaryota,fungi	41071713	ncbi	automatic
Cupriavidus gilardii	82541	bacteria	5646590	ncbi	automatic
Cupriavidus pauculus	82633	bacteria	6454624	ncbi	automatic
Omikronpapillomavirus 1	82676	virus	7866	ncbi	automatic
Liquorilactobacillus nagelii	82688	bacteria	2488094	ncbi	automatic
Avicennia marina	82927	eukaryota	455516302	ncbi	automatic
Pythium myriotylum	82941	eukaryota	54016929	ncbi	automatic
Budvicia aquatica	82979	bacteria	5791928	ncbi	automatic
Leminorella grimontii	82981	bacteria	4235612	ncbi	automatic
Obesumbacterium proteus	82983	bacteria	4785383	ncbi	automatic
Pragia fontium	82985	bacteria	4005497	ncbi	automatic
Tatumella ptyseos	82987	bacteria	3535727	ncbi	automatic
Buttiauxella ferragutiae	82989	bacteria	5240336	ncbi	automatic
Serratia grimesii	82995	bacteria	5175641	ncbi	automatic
Serratia plymuthica	82996	bacteria	5200000	ncbi	manually-set
Diaporthe eres	83184	eukaryota,fungi	60025959	ncbi	automatic
Diaporthe citri	83186	eukaryota,fungi	62007477	ncbi	automatic
Sulfitobacter mediterraneus	83219	bacteria	4034606	ncbi	automatic
Mycobacteroides immunogenum	83262	bacteria	5649917	ncbi	automatic
Aminobacter aminovorans	83263	bacteria	5968169	ncbi	automatic
Streptomyces althioticus	83380	bacteria	7421796	ncbi	automatic
Archangium violaceum	83451	bacteria	12945917	ncbi	automatic
Myxococcus stipitatus	83455	bacteria	10238808	ncbi	automatic
Corallococcus exiguus	83462	bacteria	10483657	ncbi	automatic
Companilactobacillus paralimentarius	83526	bacteria	2700036	ncbi	automatic
Parachlamydia acanthamoebae	83552	bacteria	3004123	ncbi	automatic
Chlamydia psittaci	83554	bacteria	1175613	ncbi	automatic
Chlamydia abortus	83555	bacteria	1158163	ncbi	automatic
Chlamydia pneumoniae	83558	bacteria	1228523	ncbi	automatic
Chlamydia suis	83559	bacteria	1092471	ncbi	automatic
Chlamydia muridarum	83560	bacteria	1072952	ncbi	automatic
Leclercia adecarboxylata	83655	bacteria	5076072	ncbi	automatic
Streptomyces tsukubensis	83656	bacteria	8019548	ncbi	automatic
Lactobacillus amylolyticus	83683	bacteria	1601193	ncbi	automatic
Succinivibrio dextrinosolvens	83771	bacteria	2905841	ncbi	automatic
Boehmeria nivea	83906	eukaryota	275501030	ncbi	automatic
Methanoculleus bourgensis	83986	archaea	2766116	ncbi	automatic
Clostridium autoethanogenum	84023	bacteria	4351178	ncbi	automatic
Clostridium disporicum	84024	bacteria	3593577	ncbi	automatic
Clostridium haemolyticum	84025	bacteria	2607656	ncbi	automatic
Clostridium thermosuccinogenes	84032	bacteria	4515818	ncbi	automatic
Gordonia alkanivorans	84096	bacteria	5017081	ncbi	automatic
Slackia exigua	84109	bacteria	2098668	ncbi	automatic
Eggerthella lenta	84112	bacteria	3398989	ncbi	automatic
Gemella sanguinis	84135	bacteria	1795201	ncbi	automatic
Microbacterium chocolatum	84292	bacteria	3168630	ncbi	automatic
Brachyspira intermedia	84377	bacteria	3370565	ncbi	automatic
Brachyspira murdochii	84378	bacteria	3198816	ncbi	automatic
Amycolatopsis thermoflava	84480	bacteria	8459231	ncbi	automatic
Lysobacter antibioticus	84531	bacteria	5646243	ncbi	automatic
Micromonospora gifhornensis	84594	bacteria	6667324	ncbi	automatic
Gordonia polyisoprenivorans	84595	bacteria	6280027	ncbi	automatic
Moesziomyces antarcticus	84753	eukaryota,fungi	18272008	ncbi	automatic
Williamsia muralis	85044	bacteria	5538168	ncbi	automatic
Rothia nasimurium	85336	bacteria	2483860	ncbi	automatic
Mannheimia granulomatis	85402	bacteria	2321045	ncbi	automatic
Mannheimia varigena	85404	bacteria	2204450	ncbi	automatic
Streptomyces turgidiscabies	85558	bacteria	10663278	ncbi	automatic
Citrus reticulata	85571	eukaryota	315674921	ncbi	automatic
Triticum dicoccoides	85692	eukaryota	10595926533	ncbi	automatic
Mycolicibacterium monacense	85693	bacteria	6003972	ncbi	automatic
Achromobacter xylosoxidans	85698	bacteria	6604416	ncbi	automatic
Bartonella tribocorum	85701	bacteria	2265184	ncbi	automatic
Bacteroides acidifaciens	85831	bacteria	4801823	ncbi	automatic
Mycolicibacterium brumae	85968	bacteria	3943234	ncbi	automatic
Serpula lacrymans	85982	eukaryota,fungi	38693135	ncbi	automatic
Chlamydia pecorum	85991	bacteria	1113816	ncbi	automatic
Idiomarina abyssalis	86102	bacteria	2680106	ncbi	automatic
Microbulbifer elongatus	86173	bacteria	4176227	ncbi	automatic
Pseudomonas lundensis	86185	bacteria	4992502	ncbi	automatic
Stenotrophomonas geniculata	86188	bacteria	4508721	ncbi	automatic
[Pseudomonas] hibiscicola	86189	bacteria	4396939	ncbi	automatic
